mirror_id,x_m,y_m,radius_to_tower_m,average_optical_efficiency,average_cosine_efficiency,average_shadow_blocking_efficiency,average_atmospheric_efficiency,average_truncation_efficiency,average_output_power_kw,original_mirror_id,ring_index,group,mirror_width_m,mirror_height_m,installation_height_m,mirror_area_m2
38,-11.74556755179163,-316.0525053818185,134.76527399690204,0.5887853267718285,0.6588820442097921,1.0,0.9750852447274365,0.996484375,20.28320280324677,38,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
39,-23.40174424234655,-314.51794060818696,134.76527399690204,0.5897878697961801,0.6604959805898292,0.9993333333333333,0.9750852447274365,0.9962239583333333,20.317801753654393,39,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
40,-34.8798195288577,-311.9733125797536,134.76527399690204,0.5911350835973118,0.6631795109491637,0.9967407407407408,0.9750852447274365,0.9963541666666667,20.370125773096838,40,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
41,-46.092438327743444,-308.4379874523032,134.76527399690204,0.5932693051503494,0.6669223345612522,0.9941481481481482,0.9750852447274365,0.9962890625,20.447167571121042,41,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
42,-56.95426583957975,-303.9388711847434,134.76527399690204,0.5980730140547911,0.6717085268839202,0.9942962962962963,0.9750852447274365,0.9973958333333334,20.609713174506098,42,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
43,-67.38263699845103,-298.5102047685109,134.76527399690207,0.6011388758852472,0.6775150821468459,0.9920000000000001,0.9750852447274365,0.997265625,20.719568913836078,43,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
44,-77.29818560301533,-292.1933036329517,134.76527399690204,0.6037190371766391,0.6843101821327909,0.9865185185185185,0.9750852447274365,0.9975911458333333,20.82314355963242,44,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
45,-86.62544834122014,-285.03624320995664,134.76527399690204,0.6058001799124209,0.6920514194029109,0.9797777777777779,0.9750852447274365,0.9974609375,20.914805633816506,45,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
46,-95.29343911167253,-277.09349305089586,134.76527399690207,0.6115429209203799,0.7006843283651655,0.9774074074074074,0.9750852447274365,0.9974609375,21.118001743764882,46,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
47,-103.23618927073329,-268.42550228044354,134.76527399690207,0.6223403773085444,0.7101416311353088,0.9814814814814814,0.9750852447274365,0.9972005208333333,21.46309183041138,47,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
48,-110.39324969372846,-259.0982395422386,134.76527399690204,0.6325274925037245,0.720343508350932,0.9833333333333332,0.9750852447274365,0.9973307291666667,21.791836182603145,48,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
49,-116.71015082928756,-249.18269093767435,134.76527399690204,0.6435902601106046,0.7311989601365302,0.984148148148148,0.9750852447274365,0.9975260416666667,22.148905075290106,49,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
50,-122.13881724552004,-238.75431977880316,134.76527399690204,0.6558505966702494,0.7426080381549436,0.9859259259259259,0.9750852447274365,0.9977864583333333,22.54196099527346,50,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
51,-126.63793351307991,-227.8924922669667,134.76527399690204,0.6686495865710224,0.7544645457032082,0.989037037037037,0.9750852447274365,0.9981119791666667,22.947840405213416,51,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
52,-130.1732586405303,-216.67987346808104,134.76527399690204,0.682574381451542,0.7666587844108149,0.9945925925925926,0.9750852447274365,0.9977864583333333,23.387003962745453,52,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
53,-132.71788666896364,-205.20179818156987,134.76527399690204,0.695077489207416,0.7790800356806926,0.9966666666666666,0.9750852447274365,0.9979817708333333,23.79646978272654,53,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
54,-134.2524514425952,-193.54562149101497,134.76527399690204,0.7068989218498819,0.7916186172094348,0.9976296296296295,0.9750852447274365,0.9977213541666666,24.184090346131207,54,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
55,-134.76527399690204,-181.80005393922332,134.76527399690204,0.7185739149440223,0.8041674820035085,0.9982962962962963,0.9750852447274365,0.9975260416666667,24.56695883763039,55,1,1,6.173283002455718,5.6992852116951465,2.910585252215359,35.18330052350488
