mirror_id,x_m,y_m,radius_to_tower_m,average_optical_efficiency,average_cosine_efficiency,average_shadow_blocking_efficiency,average_atmospheric_efficiency,average_truncation_efficiency,average_output_power_kw
1,107.25,11.664,107.88239613579223,0.7462948072684732,0.834995286047814,0.9952592592592592,0.9776698208436367,0.9981770833333333,27.872196697745164
2,105.36,23.191,107.88212122960876,0.7572203343026802,0.8488447311817152,0.993037037037037,0.9776698454706274,0.9981119791666667,28.270639862828386
3,102.235,34.447,107.88230176446923,0.7674776159988711,0.8622506483905829,0.9898518518518518,0.9776698292977296,0.9983072916666667,28.653918297990817
4,97.911,45.299,107.88217332812683,0.7768127016109756,0.8750626731678093,0.9862962962962964,0.9776698408034723,0.9983723958333334,29.008388723007503
5,92.44,55.619,107.88246734757229,0.7837721463868029,0.8871415660834766,0.9807407407407406,0.9776698144642494,0.9983723958333334,29.280477548718167
6,85.884,65.288,107.88227101799443,0.788267282450538,0.8983656643396021,0.9726666666666668,0.9776698320520989,0.9985026041666667,29.477162529526275
7,78.322,74.191,107.88252947071643,0.7985008190899414,0.9086199416578767,0.9745185185185187,0.9776698088990515,0.9985677083333333,29.8499623941027
8,69.841,82.224,107.88211833756324,0.809906675242351,0.9178070074122034,0.9794814814814816,0.9776698457297058,0.9986328125,30.24768036680911
9,60.542,89.293,107.88222102367008,0.8192079490243087,0.9258394082403303,0.9829629629629629,0.9776698365307511,0.9986328125,30.568814684364305
10,50.533,95.315,107.88203425037925,0.8288127158128212,0.9326444718519894,0.987925925925926,0.9776698532625047,0.9987630208333333,30.892040649468928
11,39.931,100.22,107.88203354127137,0.8390654579808341,0.9381613651191726,0.9948148148148148,0.9776698533260277,0.9990234375,31.237050077043495
12,28.862,103.95,107.88242462977925,0.8463530756412854,0.9423407505490846,0.9993333333333332,0.9776698182910495,0.9990885416666667,31.487565414219215
13,17.453,106.461,107.88211960283316,0.8492861038970838,0.94514754991058,1.0,0.9776698456163596,0.9989583333333333,31.59379509168772
14,5.841,107.724,107.88223883939376,0.8505525472480411,0.9465567008956145,1.0,0.9776698349347602,0.9989583333333333,31.639830319114637
15,-5.841,107.724,107.88223883939376,0.8506580370878111,0.9465567008956145,1.0,0.9776698349347602,0.9990885416666667,31.643967166612402
16,-17.453,106.461,107.88211960283316,0.8492889613555417,0.9451475499105801,1.0,0.9776698456163596,0.9989583333333333,31.59396213506166
17,-28.862,103.95,107.88242462977925,0.8460936579697207,0.9423407505490846,0.9993333333333332,0.9776698182910495,0.9987630208333333,31.477339543648306
18,-39.931,100.22,107.88203354127137,0.8388602756972156,0.9381613651191726,0.9948148148148148,0.9776698533260277,0.9987630208333333,31.228991262209004
19,-50.533,95.315,107.88203425037925,0.8287124916186669,0.9326444718519895,0.987925925925926,0.9776698532625047,0.9986328125,30.888181381981827
20,-60.542,89.293,107.88222102367008,0.8190632267527438,0.9258394082403304,0.9829629629629629,0.9776698365307511,0.9984375,30.563298386243442
21,-69.841,82.224,107.88211833756324,0.8096593235398143,0.9178070074122034,0.9794814814814816,0.9776698457297058,0.9983072916666667,30.238162889425897
